County,State,Use car/truck/van to go to work,Drove alone,Carpooled,Public Transportation,Walked,Bicycle,Taxicab/motorcycle/other means,Worked from home,Worked within county of residence,Worked outside county of residence,Travel time to work less than 10 minutes,Travel time to work 10 to 14 minutes,Travel time to work 15 to 19 minutes,Travel time to work 20 to 24 minutes,Travel time to work 25 to 29 minutes,Travel time to work 30 to 34 minutes,Travel time to work 35 to 44 minutes,Travel time to work 45 to 59 minutes,Travel time to work 60+ minutes,Mean travel time to work (minutes),0 vehicles available,1 vehicles available,2 vehicles available,3+ vehicles available,FID
North Dakota,Logan,64.8%,54.7%,10.1%,0.1%,12.6%,1.5%,0.7%,20.3%,76.4%,23.6%,42.1%,10.2%,11.5%,13.4%,2.0%,4.4%,5.1%,5.2%,6.1%,18.3,0.9%,14.5%,32.9%,51.6%,2078
North Dakota,McHenry,81.4%,73.1%,8.3%,0.9%,3.2%,0.3%,2.8%,11.4%,51.7%,47.0%,28.4%,6.7%,5.1%,10.4%,6.3%,17.3%,6.6%,9.1%,10.2%,29.7,0.8%,11.1%,33.7%,54.5%,2082
North Dakota,McIntosh,69.1%,60.9%,8.2%,0.2%,15.7%,1.2%,0.6%,13.2%,92.2%,5.8%,62.4%,11.2%,8.7%,5.8%,1.5%,4.6%,0.3%,1.7%,3.8%,11.3,1.0%,14.7%,33.6%,50.7%,2090
North Dakota,McKenzie,83.9%,75.4%,8.4%,0.0%,2.3%,0.0%,3.2%,10.6%,77.8%,14.1%,45.9%,7.9%,8.9%,5.6%,3.3%,10.2%,3.1%,6.5%,8.6%,20.4,2.8%,14.3%,38.6%,44.3%,2097
North Dakota,McLean,81.1%,71.5%,9.5%,0.4%,7.1%,0.0%,0.8%,10.7%,72.5%,26.8%,36.4%,12.5%,8.6%,7.2%,3.7%,8.9%,6.4%,8.2%,8.2%,22.2,1.0%,9.8%,30.8%,58.4%,2103
North Dakota,Mercer,89.5%,77.6%,11.9%,0.0%,4.2%,0.6%,0.5%,5.2%,93.1%,5.5%,33.4%,22.8%,15.7%,11.2%,5.2%,5.2%,1.2%,1.9%,3.4%,15.4,0.5%,10.9%,31.9%,56.7%,2107
North Dakota,Morton,91.1%,79.5%,11.6%,0.3%,3.0%,0.3%,0.7%,4.6%,41.2%,57.9%,16.8%,22.0%,22.8%,14.8%,3.1%,7.1%,2.8%,4.1%,6.4%,20.4,1.2%,13.1%,38.0%,47.7%,2114
North Dakota,Mountrail,84.8%,74.5%,10.3%,0.1%,4.3%,0.1%,0.1%,10.5%,86.9%,12.3%,47.5%,14.2%,10.6%,8.7%,2.2%,6.8%,1.7%,4.5%,3.7%,16.1,1.0%,13.6%,39.9%,45.6%,2119
North Dakota,Nelson,78.6%,72.1%,6.5%,0.0%,6.4%,0.6%,0.1%,14.3%,71.5%,27.1%,34.4%,10.3%,10.2%,13.3%,1.6%,6.9%,6.1%,11.7%,5.4%,21.2,0.2%,16.2%,46.0%,37.6%,2122
North Dakota,Oliver,73.8%,65.1%,8.8%,0.0%,4.1%,0.0%,0.4%,21.7%,64.8%,33.1%,23.1%,18.9%,10.9%,17.2%,2.1%,10.1%,4.5%,5.7%,7.6%,20.9,0.0%,7.1%,26.4%,66.5%,2127
North Dakota,Pembina,85.0%,71.8%,13.2%,0.1%,7.4%,0.6%,0.3%,6.6%,82.6%,14.5%,45.9%,9.8%,9.1%,8.7%,5.1%,9.8%,5.5%,4.0%,2.2%,16.0,0.4%,12.2%,40.9%,46.6%,2131
North Dakota,Pierce,82.1%,71.1%,10.9%,0.0%,6.7%,0.3%,1.0%,9.9%,83.7%,15.6%,53.9%,12.7%,7.2%,6.2%,2.5%,6.1%,0.8%,5.7%,4.9%,15.4,2.8%,7.8%,34.4%,55.0%,2136
North Dakota,Ramsey,85.0%,76.9%,8.1%,0.0%,4.4%,0.2%,1.9%,8.4%,91.9%,8.0%,51.8%,22.8%,11.8%,3.6%,1.9%,4.9%,1.2%,0.5%,1.5%,11.0,3.3%,19.2%,41.4%,36.1%,2141
North Dakota,Ransom,84.3%,64.6%,19.7%,0.0%,5.2%,0.3%,0.8%,9.3%,68.1%,31.3%,37.1%,11.1%,11.2%,17.0%,5.0%,6.3%,1.6%,5.0%,5.6%,18.4,1.2%,10.4%,30.4%,58.0%,2147
North Dakota,Renville,84.6%,72.7%,11.8%,0.2%,7.5%,0.2%,0.5%,7.0%,60.4%,39.3%,35.0%,10.3%,10.9%,13.0%,3.8%,9.4%,4.5%,5.4%,7.7%,20.9,0.2%,13.8%,38.5%,47.6%,2150
North Dakota,Richland,87.0%,74.6%,12.5%,0.0%,4.5%,0.2%,0.9%,7.3%,71.9%,17.9%,39.0%,17.5%,7.6%,6.1%,4.0%,10.6%,5.4%,5.0%,4.7%,19.2,0.8%,15.0%,38.5%,45.6%,2156
North Dakota,Rolette,90.1%,81.8%,8.3%,0.0%,1.9%,0.1%,0.2%,7.7%,90.7%,9.2%,33.7%,22.1%,16.3%,11.8%,5.0%,3.6%,2.9%,1.4%,3.3%,15.4,0.5%,18.5%,42.2%,38.8%,2161
North Dakota,Sargent,80.8%,68.8%,12.0%,0.0%,8.4%,0.8%,1.5%,8.6%,79.4%,17.7%,37.0%,15.8%,17.4%,7.0%,4.6%,9.7%,1.3%,3.9%,3.2%,16.9,1.8%,11.4%,36.3%,50.6%,2164
North Dakota,Sheridan,66.7%,54.4%,12.3%,0.0%,7.3%,0.5%,1.4%,24.2%,74.5%,25.2%,47.4%,4.7%,10.9%,13.1%,3.6%,9.4%,1.8%,4.5%,4.7%,17.4,1.0%,5.7%,26.5%,66.7%,2169
North Dakota,Sioux,76.8%,56.7%,20.2%,1.0%,8.6%,0.5%,3.8%,9.2%,94.0%,2.6%,29.0%,15.8%,20.4%,16.5%,1.9%,8.5%,1.4%,3.7%,2.7%,17.3,7.9%,32.0%,31.5%,28.6%,2175
North Dakota,Slope,52.8%,44.7%,8.0%,0.0%,9.0%,0.0%,0.0%,38.2%,65.3%,30.9%,26.4%,10.6%,8.9%,9.3%,1.2%,25.6%,5.7%,5.7%,6.5%,23.5,1.5%,7.0%,31.4%,60.1%,2180
North Dakota,Stark,90.4%,79.8%,10.6%,0.0%,2.5%,0.2%,1.1%,5.8%,92.9%,5.6%,44.7%,21.0%,13.0%,6.6%,2.0%,4.2%,1.0%,1.5%,6.0%,16.3,1.0%,12.5%,38.0%,48.5%,2182
North Dakota,Steele,79.8%,73.5%,6.3%,0.0%,8.8%,1.0%,1.0%,9.3%,63.1%,36.0%,39.8%,15.5%,11.9%,13.0%,1.1%,3.4%,3.8%,4.4%,7.1%,17.7,0.0%,10.3%,32.7%,57.0%,2186
North Dakota,Stutsman,88.3%,76.5%,11.8%,1.0%,3.8%,0.7%,0.5%,5.7%,94.6%,5.1%,40.3%,26.0%,13.0%,7.3%,2.3%,5.3%,2.4%,1.4%,1.9%,13.2,2.1%,14.4%,35.4%,48.1%,2199
North Dakota,Towner,78.4%,71.3%,7.2%,1.0%,6.7%,0.9%,1.1%,11.8%,83.6%,15.4%,48.5%,16.8%,8.4%,6.5%,3.8%,4.3%,4.7%,3.7%,3.2%,14.6,1.3%,11.1%,34.4%,53.1%,2205
North Dakota,Traill,86.4%,77.5%,8.9%,0.1%,6.5%,0.3%,0.5%,6.3%,69.0%,28.6%,38.6%,12.3%,9.8%,8.7%,5.0%,8.1%,7.0%,6.8%,3.7%,18.0,0.6%,14.4%,40.2%,44.8%,2217
North Dakota,Walsh,86.5%,76.5%,9.9%,0.0%,4.4%,0.2%,0.2%,8.7%,86.6%,11.8%,40.0%,18.3%,9.4%,9.7%,3.1%,9.1%,2.6%,4.4%,3.3%,16.1,1.3%,15.5%,37.2%,46.0%,2225
North Dakota,Ward,92.5%,81.4%,11.0%,0.3%,2.3%,0.6%,0.8%,3.5%,94.9%,4.6%,33.1%,27.3%,16.4%,8.7%,4.6%,4.9%,1.0%,1.1%,2.8%,14.6,1.6%,17.9%,40.6%,40.0%,2233
North Dakota,Wells,78.8%,71.0%,7.8%,0.0%,8.1%,0.9%,1.3%,10.9%,85.1%,14.9%,51.5%,14.7%,11.0%,8.1%,1.5%,7.5%,0.4%,2.3%,2.9%,12.8,0.2%,13.0%,39.8%,46.9%,2237
North Dakota,Williams,89.9%,79.3%,10.6%,0.2%,2.8%,0.3%,1.9%,4.9%,95.4%,2.7%,49.8%,21.9%,9.8%,3.8%,1.8%,2.6%,1.4%,2.6%,6.4%,15.0,1.8%,17.9%,37.4%,43.0%,2244
Ohio,Adams,88.4%,74.5%,13.9%,1.7%,3.2%,0.0%,1.3%,5.4%,62.7%,33.4%,15.1%,12.0%,14.8%,12.9%,3.9%,8.7%,6.0%,7.4%,19.2%,31.3,2.4%,14.6%,36.8%,46.2%,2248
Ohio,Allen,93.6%,85.9%,7.7%,0.4%,2.6%,0.2%,1.1%,2.1%,82.8%,16.6%,21.9%,20.0%,20.8%,14.9%,5.1%,7.4%,2.9%,3.1%,3.9%,18.9,2.0%,16.9%,43.9%,37.3%,2250
Ohio,Ashland,89.5%,82.4%,7.1%,0.2%,3.6%,0.2%,1.0%,5.5%,63.7%,36.1%,27.0%,16.0%,12.0%,9.9%,5.9%,11.3%,4.6%,6.0%,7.4%,21.8,2.8%,12.6%,41.4%,43.2%,2254
Ohio,Ashtabula,93.8%,84.3%,9.4%,0.4%,1.7%,0.3%,0.9%,2.8%,69.6%,27.3%,18.5%,16.8%,14.8%,12.4%,4.8%,10.2%,5.6%,7.9%,9.0%,24.8,2.6%,18.2%,42.6%,36.6%,2259
Ohio,Athens,78.1%,69.0%,9.1%,1.9%,13.7%,0.8%,0.8%,4.7%,83.1%,14.2%,24.1%,20.4%,18.0%,12.9%,5.6%,7.5%,2.8%,3.1%,5.6%,20.3,3.3%,20.4%,38.5%,37.9%,2266
Ohio,Auglaize,93.6%,86.1%,7.5%,0.2%,2.6%,0.7%,0.4%,2.5%,57.1%,42.3%,28.0%,15.2%,14.2%,14.7%,7.6%,9.0%,4.5%,2.9%,3.8%,18.9,0.9%,13.9%,42.5%,42.8%,2273
Ohio,Belmont,94.8%,86.7%,8.1%,0.4%,2.2%,0.0%,0.6%,2.0%,58.4%,10.8%,15.3%,14.2%,16.3%,16.7%,8.2%,9.2%,6.3%,6.0%,7.8%,24.8,1.9%,17.2%,41.4%,39.5%,2278
Ohio,Brown,94.4%,84.8%,9.6%,0.2%,1.2%,0.0%,0.4%,3.7%,36.3%,55.8%,11.1%,11.5%,8.8%,9.6%,6.1%,10.4%,8.8%,16.2%,17.4%,33.9,1.8%,11.9%,37.9%,48.4%,2282
Ohio,Butler,91.8%,84.1%,7.7%,0.8%,2.6%,0.2%,0.9%,3.8%,57.4%,40.2%,13.8%,14.9%,15.6%,15.5%,7.1%,14.3%,8.0%,7.0%,3.8%,23.1,1.8%,17.0%,45.9%,35.2%,2286
Ohio,Carroll,92.7%,82.6%,10.0%,0.6%,1.5%,0.2%,0.5%,4.5%,38.4%,59.8%,13.4%,11.6%,8.2%,9.6%,6.1%,13.2%,13.2%,13.1%,11.6%,31.6,1.6%,15.0%,40.6%,42.8%,2289
Ohio,Champaign,93.7%,83.8%,9.9%,0.2%,1.2%,0.1%,0.7%,4.2%,47.7%,51.6%,18.7%,15.8%,11.7%,13.7%,8.7%,11.4%,8.2%,6.9%,4.8%,22.8,0.7%,17.2%,37.5%,44.5%,2291
Ohio,Clark,93.4%,82.9%,10.5%,0.8%,2.8%,0.0%,0.6%,2.4%,65.5%,33.9%,16.1%,18.8%,18.8%,14.7%,6.0%,9.5%,5.1%,6.0%,4.9%,21.7,2.3%,19.0%,43.4%,35.3%,2300
Ohio,Clermont,93.4%,84.2%,9.2%,0.7%,1.2%,0.0%,0.4%,4.3%,40.7%,53.6%,9.7%,10.4%,10.8%,13.7%,8.6%,19.3%,12.1%,10.1%,5.3%,27.9,1.6%,12.9%,45.0%,40.6%,2306
Ohio,Clinton,92.1%,81.5%,10.6%,0.7%,2.8%,0.1%,1.1%,3.1%,65.9%,32.9%,19.4%,14.8%,17.1%,13.1%,4.5%,7.9%,4.9%,8.9%,9.4%,25.0,2.7%,15.4%,42.2%,39.7%,2310
Ohio,Columbiana,93.3%,84.0%,9.3%,0.3%,2.1%,0.2%,1.1%,2.9%,55.0%,31.0%,20.3%,14.5%,14.2%,12.4%,5.8%,10.6%,7.8%,8.0%,6.4%,24.0,2.3%,16.2%,40.7%,40.8%,2315
Ohio,Coshocton,91.3%,82.4%,8.9%,0.3%,1.8%,0.4%,0.8%,5.4%,70.8%,28.6%,21.0%,17.3%,17.8%,12.7%,5.9%,7.6%,4.9%,5.9%,6.9%,22.9,4.7%,13.1%,41.1%,41.1%,2317
Ohio,Crawford,92.2%,81.0%,11.2%,0.4%,3.1%,0.4%,0.9%,3.0%,62.2%,37.1%,25.1%,19.5%,12.4%,12.4%,7.3%,8.9%,4.4%,4.0%,6.0%,21.5,1.9%,17.0%,42.9%,38.2%,2323
Ohio,Cuyahoga,87.4%,79.4%,8.0%,5.9%,2.6%,0.3%,0.7%,3.1%,89.8%,9.6%,11.1%,13.5%,16.2%,18.1%,8.8%,15.8%,6.6%,5.6%,4.2%,23.5,4.7%,26.6%,43.8%,24.9%,2332
Ohio,Darke,92.2%,84.4%,7.7%,0.5%,1.7%,0.2%,0.9%,4.6%,61.5%,33.3%,23.5%,14.6%,13.8%,12.8%,6.2%,9.6%,5.6%,7.3%,6.7%,23.3,0.9%,11.6%,43.2%,44.3%,2345
Ohio,Defiance,95.8%,88.1%,7.7%,0.3%,1.6%,0.2%,0.6%,1.5%,64.5%,28.3%,24.4%,20.7%,16.0%,12.9%,5.7%,8.8%,3.5%,3.0%,5.0%,19.4,2.0%,14.6%,46.0%,37.4%,2350
Ohio,Delaware,90.8%,84.4%,6.4%,0.3%,1.2%,0.1%,0.8%,6.8%,39.7%,59.3%,10.8%,11.6%,12.6%,16.0%,10.2%,18.0%,10.3%,7.2%,3.2%,25.1,1.0%,10.7%,53.6%,34.7%,2352
Ohio,Erie,92.0%,84.1%,7.9%,0.5%,2.9%,0.4%,1.6%,2.7%,71.4%,27.8%,22.3%,22.6%,16.5%,14.0%,5.1%,8.4%,3.5%,3.6%,4.1%,18.7,1.8%,17.6%,46.1%,34.4%,2357
Ohio,Fairfield,93.5%,84.9%,8.6%,0.3%,1.5%,0.1%,0.5%,4.1%,43.7%,55.6%,13.8%,11.1%,13.1%,12.3%,7.1%,14.4%,10.0%,11.6%,6.6%,26.9,1.1%,13.7%,46.6%,38.6%,2365
Ohio,Fayette,93.1%,78.9%,14.2%,0.1%,1.8%,0.3%,1.1%,3.5%,61.0%,38.4%,20.7%,20.9%,13.6%,8.5%,5.1%,8.1%,5.9%,7.1%,10.1%,23.2,1.7%,23.3%,39.2%,35.9%,2368
Ohio,Franklin,90.0%,81.9%,8.1%,2.4%,2.4%,0.6%,0.8%,3.9%,90.1%,9.3%,11.6%,15.0%,20.1%,21.5%,8.9%,13.3%,3.9%,2.9%,2.7%,21.0,2.8%,25.5%,46.1%,25.6%,2375
Ohio,Fulton,93.9%,86.4%,7.5%,0.1%,1.6%,0.3%,1.4%,2.8%,55.5%,41.3%,23.5%,13.3%,13.5%,11.3%,7.3%,12.2%,8.3%,6.0%,4.6%,22.5,0.9%,13.0%,43.3%,42.8%,2378
Ohio,Gallia,91.2%,78.8%,12.4%,0.1%,2.8%,0.1%,0.5%,5.3%,77.2%,10.1%,17.8%,14.0%,16.0%,13.5%,6.2%,11.4%,6.0%,6.2%,8.9%,24.8,2.9%,14.3%,38.8%,44.0%,2383
Ohio,Geauga,89.6%,81.3%,8.3%,0.4%,1.6%,0.0%,2.2%,6.1%,43.6%,55.6%,11.9%,11.0%,11.3%,15.0%,7.7%,13.5%,12.3%,11.0%,6.2%,26.9,6.2%,10.0%,42.6%,41.1%,2390
Ohio,Greene,91.8%,84.5%,7.3%,0.3%,3.5%,0.4%,0.6%,3.4%,57.2%,41.8%,18.1%,17.3%,18.7%,17.7%,7.0%,10.8%,4.4%,3.2%,2.9%,19.5,1.6%,17.3%,43.8%,37.3%,2393
Ohio,Guernsey,93.0%,84.2%,8.9%,0.1%,1.7%,0.2%,0.7%,4.2%,71.2%,26.8%,18.1%,16.7%,16.9%,14.0%,6.4%,10.7%,4.7%,5.0%,7.6%,23.8,2.0%,15.4%,42.3%,40.4%,2399
Ohio,Hamilton,88.3%,79.5%,8.8%,4.7%,2.9%,0.2%,0.5%,3.4%,82.2%,11.7%,11.8%,14.0%,17.4%,19.5%,8.8%,15.2%,5.7%,4.1%,3.5%,22.5,4.4%,24.1%,41.3%,30.2%,2411
Ohio,Hancock,93.4%,85.7%,7.7%,0.1%,2.1%,0.6%,0.8%,3.1%,81.7%,17.4%,26.8%,24.3%,17.9%,11.9%,4.2%,5.9%,2.4%,3.7%,2.9%,17.1,1.9%,17.5%,45.8%,34.8%,2427
Ohio,Hardin,86.9%,75.6%,11.2%,0.3%,4.0%,0.9%,1.1%,6.8%,55.1%,44.3%,22.8%,15.2%,11.5%,8.2%,7.5%,12.0%,9.8%,8.0%,5.0%,23.4,2.7%,14.7%,40.4%,42.2%,2432
Ohio,Harrison,92.5%,83.2%,9.2%,0.4%,3.4%,0.0%,1.1%,2.6%,44.1%,48.6%,17.0%,8.9%,14.0%,9.4%,6.7%,15.9%,6.9%,10.5%,10.6%,27.7,1.9%,16.9%,37.7%,43.5%,2440
Ohio,Henry,93.1%,84.3%,8.8%,0.1%,1.3%,0.4%,1.2%,4.0%,56.4%,42.4%,22.8%,16.4%,16.7%,14.7%,6.0%,9.8%,5.6%,4.2%,3.9%,19.6,2.1%,12.5%,43.8%,41.6%,2451
Ohio,Highland,93.0%,83.6%,9.4%,0.6%,1.8%,0.1%,0.8%,3.8%,56.8%,42.1%,18.5%,11.2%,11.2%,14.1%,7.4%,10.3%,8.6%,8.1%,10.6%,27.1,1.5%,17.5%,37.6%,43.4%,2457
Ohio,Hocking,94.8%,81.4%,13.4%,0.2%,2.1%,0.0%,0.4%,2.5%,40.7%,57.9%,14.2%,10.6%,9.3%,11.9%,6.5%,11.2%,6.6%,10.9%,18.7%,31.8,2.4%,15.3%,44.6%,37.7%,2461
Ohio,Holmes,73.6%,51.6%,22.0%,1.1%,4.2%,6.5%,2.1%,12.6%,76.9%,22.8%,21.1%,20.7%,15.2%,10.2%,4.0%,9.8%,6.5%,4.2%,8.2%,22.2,33.0%,11.2%,24.9%,30.9%,2464
Ohio,Huron,92.9%,83.4%,9.5%,0.9%,2.2%,0.5%,1.0%,2.5%,61.0%,37.8%,26.1%,15.8%,11.7%,10.4%,7.5%,12.2%,5.1%,5.1%,6.2%,21.7,1.3%,14.4%,46.7%,37.5%,2468
Ohio,Jackson,95.0%,82.0%,13.0%,0.3%,2.0%,0.1%,0.1%,2.5%,67.2%,30.1%,19.8%,16.3%,16.2%,11.7%,4.8%,7.4%,5.1%,9.7%,9.2%,26.0,3.1%,18.6%,34.3%,43.9%,2472
Ohio,Jefferson,91.5%,82.7%,8.7%,0.9%,4.4%,0.0%,0.4%,2.8%,68.1%,10.8%,20.4%,16.6%,14.0%,13.9%,5.6%,11.8%,5.4%,5.4%,6.9%,22.4,2.5%,18.3%,41.9%,37.3%,2476
Ohio,Knox,86.3%,76.8%,9.5%,0.3%,5.3%,0.1%,1.1%,6.9%,67.4%,32.0%,21.6%,14.2%,14.2%,12.9%,4.1%,5.8%,4.7%,10.8%,11.8%,25.9,3.5%,13.5%,41.2%,41.9%,2479
Ohio,Lake,93.9%,87.3%,6.6%,1.2%,1.1%,0.1%,0.8%,2.8%,60.4%,38.9%,13.7%,14.8%,16.0%,15.3%,8.0%,13.1%,8.5%,6.9%,3.7%,23.2,1.8%,18.5%,46.3%,33.5%,2493
Ohio,Lawrence,95.1%,87.0%,8.1%,0.8%,1.1%,0.1%,1.3%,1.6%,41.1%,5.8%,14.9%,15.0%,18.0%,15.8%,6.3%,12.7%,5.5%,5.9%,5.9%,23.4,2.8%,17.4%,40.1%,39.7%,2499
Ohio,Licking,91.6%,83.0%,8.6%,0.3%,2.6%,0.3%,0.9%,4.3%,56.0%,43.4%,14.6%,14.0%,13.9%,12.2%,7.4%,12.1%,8.3%,11.1%,6.4%,25.8,1.6%,13.8%,44.3%,40.3%,2504
Ohio,Logan,91.4%,83.2%,8.1%,0.1%,2.7%,0.4%,1.1%,4.3%,68.7%,30.7%,21.0%,15.7%,15.8%,15.5%,6.8%,9.8%,5.5%,4.6%,5.0%,21.5,3.8%,14.8%,42.6%,38.8%,2510
Ohio,Lorain,93.3%,84.7%,8.6%,0.8%,1.8%,0.4%,1.0%,2.6%,61.9%,37.5%,14.1%,14.2%,14.2%,15.3%,8.4%,13.3%,8.2%,7.9%,4.3%,24.1,1.8%,17.8%,45.3%,35.1%,2516
Ohio,Lucas,92.8%,84.5%,8.2%,1.7%,2.1%,0.2%,0.7%,2.6%,83.7%,11.8%,15.4%,18.5%,20.5%,20.2%,7.2%,9.2%,2.8%,2.7%,3.6%,19.8,3.4%,22.5%,44.9%,29.3%,2520
Ohio,Madison,92.1%,80.4%,11.6%,0.2%,3.7%,0.3%,0.3%,3.4%,43.0%,56.5%,22.0%,11.5%,10.6%,13.0%,6.8%,14.2%,10.5%,7.5%,3.7%,23.3,1.6%,17.2%,39.9%,41.4%,2529
Ohio,Mahoning,93.2%,86.7%,6.5%,1.1%,1.8%,0.1%,1.3%,2.5%,73.6%,22.6%,16.7%,17.8%,19.8%,17.5%,7.0%,9.0%,3.6%,3.4%,5.3%,20.9,2.1%,20.0%,42.5%,35.4%,2534
Ohio,Marion,93.8%,83.9%,9.9%,0.6%,1.9%,0.3%,0.7%,2.8%,77.4%,22.1%,22.8%,21.1%,19.1%,10.7%,3.6%,7.4%,4.7%,5.3%,5.3%,19.7,2.0%,18.6%,42.9%,36.5%,2541
Ohio,Medina,92.9%,86.3%,6.6%,0.6%,1.1%,0.1%,0.6%,4.7%,45.4%,53.6%,12.3%,12.1%,11.9%,13.0%,7.5%,13.3%,11.6%,11.6%,6.7%,27.3,1.0%,12.3%,48.1%,38.6%,2545
Ohio,Meigs,95.2%,82.4%,12.8%,0.1%,1.6%,0.0%,0.4%,2.6%,41.1%,34.7%,14.6%,7.4%,11.7%,14.6%,6.3%,15.1%,9.8%,11.0%,9.6%,30.1,0.9%,17.5%,39.5%,42.1%,2549
Ohio,Mercer,91.4%,82.7%,8.7%,0.5%,2.3%,0.7%,0.6%,4.5%,70.1%,27.0%,31.0%,17.7%,14.6%,13.0%,5.3%,6.9%,4.6%,3.4%,3.7%,18.3,1.7%,12.0%,41.3%,44.9%,2552
Ohio,Miami,94.6%,85.9%,8.8%,0.2%,1.6%,0.2%,0.5%,2.8%,61.3%,38.0%,19.1%,17.6%,16.5%,15.0%,7.5%,10.7%,5.5%,4.9%,3.3%,20.7,1.7%,15.1%,42.6%,40.5%,2558
Ohio,Monroe,92.0%,82.0%,10.0%,1.0%,2.9%,0.0%,1.1%,2.9%,58.6%,22.8%,22.8%,10.4%,14.1%,9.9%,4.9%,10.3%,4.4%,11.4%,11.8%,28.9,1.3%,18.8%,35.1%,44.8%,2565
Ohio,Montgomery,91.2%,82.4%,8.7%,2.5%,2.4%,0.2%,0.7%,2.9%,79.0%,20.0%,15.0%,17.7%,19.5%,18.3%,7.3%,10.7%,3.9%,3.8%,3.9%,20.8,3.2%,23.1%,45.0%,28.7%,2573
Ohio,Morgan,90.9%,77.6%,13.4%,0.5%,2.4%,0.0%,0.9%,5.1%,48.2%,50.2%,16.6%,9.8%,8.7%,9.0%,6.7%,10.9%,9.9%,11.8%,16.5%,34.3,1.3%,13.5%,37.7%,47.5%,2000
Ohio,Morrow,92.0%,82.6%,9.5%,0.3%,1.4%,0.0%,1.3%,5.1%,31.8%,67.7%,10.7%,9.1%,8.6%,14.8%,6.3%,11.7%,10.8%,17.9%,10.0%,30.5,1.5%,10.1%,42.0%,46.4%,2006
Ohio,Muskingum,93.8%,83.5%,10.2%,0.3%,1.8%,0.1%,0.4%,3.6%,76.8%,22.6%,18.3%,18.5%,17.3%,13.2%,5.2%,8.6%,4.4%,5.3%,9.4%,23.9,1.9%,16.3%,42.6%,39.3%,2010
Ohio,Noble,93.7%,85.8%,7.9%,0.0%,2.8%,0.0%,0.2%,3.3%,55.4%,40.4%,18.4%,15.1%,11.2%,11.1%,8.5%,13.9%,5.3%,5.3%,11.2%,26.6,6.4%,13.2%,43.5%,36.9%,2012
Ohio,Ottawa,91.9%,85.8%,6.1%,0.7%,3.1%,0.4%,1.1%,2.8%,52.8%,45.3%,22.3%,13.5%,13.7%,13.0%,7.9%,12.3%,7.0%,5.3%,5.0%,22.2,2.3%,15.9%,43.9%,37.9%,2019
Ohio,Paulding,95.7%,85.5%,10.2%,0.3%,1.4%,0.3%,0.2%,2.0%,49.1%,31.8%,21.7%,11.6%,13.3%,14.2%,6.9%,11.7%,10.5%,6.2%,3.9%,21.8,0.6%,11.9%,42.6%,44.9%,2024
Ohio,Perry,94.4%,84.1%,10.3%,0.3%,2.7%,0.1%,0.7%,1.8%,34.1%,65.1%,15.1%,8.3%,7.9%,9.2%,6.6%,12.6%,8.7%,15.1%,16.5%,33.7,2.2%,11.7%,39.1%,47.0%,2027
Ohio,Pickaway,94.4%,84.3%,10.1%,0.5%,0.9%,0.2%,0.5%,3.5%,37.8%,61.7%,15.4%,8.7%,10.2%,12.2%,7.4%,15.5%,12.1%,12.2%,6.3%,27.2,2.0%,13.6%,39.4%,45.0%,2031
Ohio,Pike,94.3%,83.7%,10.7%,1.0%,0.8%,0.1%,0.7%,3.2%,60.8%,37.9%,16.1%,10.6%,12.9%,15.1%,5.1%,12.9%,10.0%,8.3%,9.1%,28.1,2.4%,11.5%,39.9%,46.1%,2034
Ohio,Portage,92.3%,84.6%,7.7%,0.7%,3.4%,0.2%,0.5%,3.0%,49.2%,50.0%,15.6%,13.4%,11.9%,14.5%,8.4%,13.0%,9.2%,9.6%,4.5%,24.2,1.4%,16.2%,44.5%,37.8%,2038
Ohio,Preble,94.7%,86.2%,8.5%,0.3%,2.2%,0.2%,0.4%,2.2%,47.6%,43.2%,17.6%,13.0%,14.4%,12.3%,5.9%,11.6%,8.5%,10.2%,6.4%,24.9,2.3%,12.9%,38.9%,45.9%,2039
Ohio,Putnam,94.5%,86.8%,7.7%,0.4%,1.3%,0.0%,0.6%,3.2%,53.1%,46.1%,23.2%,13.4%,11.0%,11.0%,9.6%,14.0%,8.7%,5.3%,3.7%,22.1,0.9%,8.4%,39.3%,51.4%,2040
Ohio,Richland,94.2%,85.4%,8.8%,0.5%,1.7%,0.2%,0.7%,2.7%,80.5%,18.9%,17.5%,20.3%,22.0%,15.6%,5.6%,6.9%,3.1%,2.5%,6.4%,20.6,3.0%,17.9%,43.4%,35.7%,2042
Ohio,Ross,94.2%,86.1%,8.1%,0.7%,1.6%,0.1%,1.2%,2.2%,69.6%,29.8%,15.5%,17.6%,16.2%,13.4%,5.5%,8.8%,5.5%,7.1%,10.5%,25.7,1.7%,14.8%,45.0%,38.4%,2045
Ohio,Sandusky,93.5%,84.9%,8.6%,0.6%,1.7%,0.3%,1.5%,2.4%,66.9%,32.2%,26.6%,20.0%,15.7%,10.8%,5.1%,8.2%,5.1%,3.9%,4.6%,19.4,1.8%,18.9%,42.2%,37.1%,2047
Ohio,Scioto,93.9%,83.7%,10.2%,0.2%,2.9%,0.1%,0.6%,2.3%,75.4%,16.8%,17.6%,13.3%,15.6%,16.5%,7.3%,11.4%,5.1%,5.3%,7.8%,24.6,1.8%,15.9%,36.6%,45.7%,2048
