County,State,Use car/truck/van to go to work,Drove alone,Carpooled,Public Transportation,Walked,Bicycle,Taxicab/motorcycle/other means,Worked from home,Worked within county of residence,Worked outside county of residence,Travel time to work less than 10 minutes,Travel time to work 10 to 14 minutes,Travel time to work 15 to 19 minutes,Travel time to work 20 to 24 minutes,Travel time to work 25 to 29 minutes,Travel time to work 30 to 34 minutes,Travel time to work 35 to 44 minutes,Travel time to work 45 to 59 minutes,Travel time to work 60+ minutes,Mean travel time to work (minutes),0 vehicles available,1 vehicles available,2 vehicles available,3+ vehicles available,FID
Missouri,Grundy,83.7%,76.9%,6.8%,1.8%,4.4%,0.4%,1.7%,7.9%,72.2%,26.4%,35.5%,20.2%,9.8%,9.8%,4.0%,11.1%,3.3%,4.2%,2.1%,16.4,6.6%,17.7%,34.2%,41.4%,1057
Missouri,Harrison,86.9%,76.5%,10.4%,0.2%,3.8%,0.0%,2.5%,6.7%,71.0%,23.6%,33.0%,11.7%,11.8%,12.3%,3.8%,9.8%,4.2%,4.5%,8.9%,22.5,3.6%,19.5%,32.0%,44.9%,1058
Missouri,Henry,92.8%,84.0%,8.8%,0.2%,1.4%,0.0%,0.2%,5.5%,71.5%,25.0%,29.3%,18.5%,8.4%,7.6%,4.1%,10.4%,3.7%,5.6%,12.4%,25.1,2.2%,14.1%,35.8%,48.0%,1061
Missouri,Hickory,90.5%,83.8%,6.7%,0.0%,0.7%,0.0%,5.0%,3.9%,40.7%,57.9%,23.5%,13.1%,5.9%,10.0%,2.6%,9.2%,3.9%,9.8%,21.9%,33.2,3.8%,13.8%,35.2%,47.2%,1063
Missouri,Holt,89.6%,80.1%,9.6%,0.1%,3.1%,0.0%,0.5%,6.8%,59.6%,35.0%,34.3%,9.0%,11.3%,6.7%,2.6%,15.0%,8.0%,8.2%,4.8%,22.6,0.5%,18.5%,41.7%,39.2%,1065
Missouri,Howard,87.9%,75.0%,12.9%,0.0%,3.5%,0.0%,1.7%,6.8%,51.3%,48.0%,21.1%,13.7%,8.0%,8.8%,6.9%,14.0%,13.5%,7.7%,6.3%,26.4,0.3%,11.3%,44.5%,43.9%,1068
Missouri,Howell,94.8%,83.5%,11.3%,0.3%,1.0%,0.0%,1.0%,2.8%,90.5%,7.4%,27.1%,22.1%,16.1%,10.1%,5.5%,9.1%,2.8%,2.4%,4.7%,19.9,2.4%,16.0%,43.9%,37.7%,1070
Missouri,Iron,95.1%,83.9%,11.2%,0.2%,0.9%,0.0%,1.2%,2.5%,49.2%,50.5%,22.6%,8.3%,9.7%,10.9%,6.3%,15.7%,4.1%,8.9%,13.4%,28.6,1.3%,14.1%,35.7%,48.8%,1072
Missouri,Jackson,88.3%,81.6%,6.7%,2.0%,1.5%,0.2%,1.2%,6.9%,72.7%,8.7%,10.7%,12.9%,16.8%,17.1%,8.2%,17.2%,7.2%,6.3%,3.5%,24.0,3.1%,25.0%,41.8%,30.0%,1074
Missouri,Jasper,92.4%,82.7%,9.7%,0.2%,1.5%,0.2%,1.1%,4.7%,77.3%,16.9%,18.5%,19.2%,24.7%,14.9%,6.2%,9.3%,2.4%,2.3%,2.5%,18.3,1.9%,21.4%,43.2%,33.5%,1078
Missouri,Jefferson,93.0%,85.4%,7.6%,0.1%,0.5%,0.0%,0.8%,5.5%,38.3%,59.3%,8.9%,7.7%,11.2%,10.6%,7.4%,17.0%,12.3%,15.1%,9.8%,31.1,1.1%,14.3%,38.7%,46.0%,1082
Missouri,Johnson,90.5%,81.0%,9.5%,0.0%,3.8%,0.2%,0.9%,4.5%,71.3%,24.9%,25.3%,18.1%,14.3%,10.8%,4.5%,7.0%,4.8%,7.2%,7.9%,21.9,2.3%,16.0%,42.4%,39.3%,1087
Missouri,Knox,75.3%,68.8%,6.6%,0.1%,1.1%,0.0%,1.4%,22.0%,71.2%,23.8%,26.3%,19.6%,11.5%,13.7%,2.8%,11.2%,5.4%,4.1%,5.5%,20.4,0.5%,17.7%,33.5%,48.3%,1091
Missouri,Laclede,92.9%,80.1%,12.8%,0.0%,1.4%,0.0%,1.6%,4.1%,84.5%,14.6%,21.7%,18.3%,19.4%,9.8%,3.8%,12.9%,4.0%,5.8%,4.3%,20.9,2.4%,14.7%,46.7%,36.2%,1096
Missouri,Lafayette,90.6%,80.6%,10.0%,0.0%,1.7%,0.1%,0.6%,7.0%,54.1%,43.7%,25.8%,9.2%,9.7%,7.0%,4.1%,10.0%,8.5%,13.6%,12.1%,28.1,1.3%,11.9%,37.3%,49.5%,1099
Missouri,Lawrence,89.2%,79.9%,9.3%,0.0%,1.6%,0.1%,2.8%,6.3%,53.1%,45.5%,27.4%,16.2%,11.9%,9.5%,3.6%,9.3%,6.5%,9.4%,6.2%,22.4,2.7%,20.2%,35.4%,41.7%,1101
Missouri,Lewis,87.1%,78.2%,8.9%,0.7%,3.6%,0.0%,1.1%,7.5%,49.0%,15.7%,23.4%,7.6%,7.0%,12.0%,5.2%,20.5%,9.5%,8.2%,6.7%,25.1,3.3%,14.7%,42.9%,39.1%,1104
Missouri,Lincoln,93.1%,85.4%,7.7%,0.3%,2.1%,0.0%,0.9%,3.6%,35.9%,62.9%,9.8%,7.0%,8.1%,13.5%,5.9%,15.3%,11.8%,14.2%,14.3%,33.6,0.9%,10.6%,37.3%,51.3%,1106
Missouri,Linn,90.3%,80.4%,9.9%,0.0%,1.9%,0.3%,0.5%,6.9%,71.0%,27.4%,33.4%,10.9%,14.2%,7.9%,4.8%,13.1%,6.3%,3.5%,5.9%,20.8,3.7%,18.1%,42.6%,35.6%,1109
Missouri,Livingston,92.8%,83.9%,8.8%,0.2%,1.2%,0.0%,1.1%,4.7%,83.2%,15.9%,33.7%,21.4%,15.7%,5.7%,3.4%,10.1%,3.1%,3.1%,3.7%,17.7,1.8%,19.8%,40.1%,38.4%,1112
Missouri,McDonald,89.6%,78.2%,11.4%,0.0%,1.6%,0.0%,1.3%,7.5%,55.7%,20.1%,17.6%,11.4%,9.3%,14.1%,9.1%,15.5%,9.6%,7.9%,5.6%,26.2,3.7%,22.1%,29.4%,44.8%,1113
Missouri,Macon,90.8%,83.1%,7.7%,0.5%,2.6%,0.2%,0.6%,5.2%,67.1%,31.4%,26.8%,15.1%,13.5%,13.7%,4.4%,10.3%,4.3%,5.0%,7.0%,21.7,4.3%,18.5%,32.4%,44.7%,1116
Missouri,Madison,92.4%,77.8%,14.7%,0.9%,0.8%,0.0%,0.9%,4.9%,62.4%,34.4%,28.2%,13.4%,12.9%,6.9%,3.9%,12.7%,3.6%,4.4%,14.0%,27.1,2.6%,11.5%,35.4%,50.5%,1117
Missouri,Maries,91.5%,77.1%,14.4%,0.0%,1.6%,0.0%,0.7%,6.1%,31.1%,68.4%,16.5%,5.2%,10.2%,9.3%,8.9%,12.6%,7.0%,15.6%,14.6%,31.0,3.2%,21.9%,25.5%,49.4%,1120
Missouri,Marion,91.6%,82.4%,9.1%,0.0%,2.2%,0.0%,1.1%,5.1%,70.6%,14.3%,28.9%,19.0%,14.8%,11.6%,4.4%,11.4%,3.4%,3.2%,3.4%,18.6,1.7%,17.1%,44.5%,36.7%,1122
Missouri,Mercer,82.1%,71.3%,10.8%,0.0%,1.0%,0.0%,1.7%,15.2%,67.9%,21.3%,20.1%,21.9%,8.9%,11.0%,4.8%,11.6%,10.5%,4.9%,6.3%,24.9,2.0%,10.6%,36.5%,50.8%,1125
Missouri,Miller,93.6%,83.2%,10.4%,0.0%,1.7%,0.0%,0.6%,4.1%,53.3%,45.7%,13.4%,11.2%,12.6%,10.3%,5.0%,15.7%,14.0%,8.4%,9.3%,28.0,1.2%,13.9%,39.3%,45.6%,1128
Missouri,Mississippi,94.5%,82.1%,12.4%,0.6%,3.1%,0.0%,1.0%,0.8%,56.2%,43.0%,28.7%,13.4%,18.2%,7.5%,5.0%,8.4%,8.4%,4.2%,6.2%,20.7,3.7%,20.2%,42.7%,33.4%,1131
Missouri,Moniteau,91.5%,78.3%,13.2%,0.0%,0.3%,0.9%,2.1%,5.2%,44.1%,55.6%,22.9%,6.5%,7.7%,9.5%,10.0%,17.4%,8.2%,11.1%,6.5%,25.9,5.3%,15.5%,32.8%,46.4%,1135
Missouri,Monroe,93.1%,84.9%,8.2%,0.0%,3.0%,0.0%,0.8%,3.1%,45.2%,53.9%,22.1%,8.2%,9.8%,16.3%,4.4%,18.0%,4.9%,6.6%,9.6%,28.0,4.2%,13.7%,37.1%,44.9%,1139
Missouri,Montgomery,92.0%,79.6%,12.4%,0.5%,3.1%,0.2%,0.1%,4.1%,52.0%,47.3%,20.0%,10.8%,10.7%,9.1%,5.3%,14.1%,5.6%,10.5%,13.9%,28.0,0.9%,14.1%,39.0%,46.0%,1142
Missouri,Morgan,83.2%,68.7%,14.5%,0.3%,2.4%,0.8%,2.2%,11.0%,72.5%,24.9%,23.3%,12.9%,13.3%,7.7%,5.7%,13.5%,5.1%,10.2%,8.5%,26.0,5.8%,13.4%,39.0%,41.8%,1146
Missouri,New Madrid,93.6%,84.0%,9.6%,0.1%,1.8%,1.0%,0.1%,3.4%,49.9%,46.0%,28.1%,13.7%,14.6%,8.9%,5.7%,9.4%,7.3%,6.2%,6.2%,21.5,3.1%,22.3%,43.6%,31.0%,1149
Missouri,Newton,91.7%,81.6%,10.1%,0.2%,0.9%,0.1%,1.2%,5.9%,54.3%,38.1%,19.5%,15.7%,16.2%,16.7%,7.4%,11.5%,4.6%,3.7%,4.6%,21.0,1.5%,15.7%,41.3%,41.5%,1152
Missouri,Nodaway,89.0%,80.1%,8.9%,0.0%,4.3%,1.1%,0.6%,5.0%,83.2%,10.1%,42.7%,17.3%,11.9%,10.6%,3.7%,5.0%,2.1%,3.5%,3.3%,15.6,1.8%,16.2%,42.4%,39.6%,1156
Missouri,Oregon,89.4%,82.4%,7.0%,0.9%,0.7%,0.0%,1.2%,7.7%,65.0%,25.8%,39.1%,8.6%,10.6%,8.3%,5.5%,11.5%,6.9%,4.6%,5.0%,19.9,2.2%,20.8%,33.4%,43.7%,1158
Missouri,Osage,92.2%,79.2%,13.0%,1.2%,2.2%,0.0%,0.2%,4.2%,48.3%,51.3%,21.4%,7.6%,9.2%,12.1%,7.9%,18.2%,9.7%,8.6%,5.3%,25.4,1.0%,8.3%,33.0%,57.7%,1164
Missouri,Ozark,90.0%,76.8%,13.2%,0.0%,6.1%,0.0%,0.5%,3.4%,45.1%,26.9%,15.0%,6.9%,6.9%,9.2%,11.0%,20.1%,10.8%,9.4%,10.6%,30.2,0.5%,12.0%,48.2%,39.2%,1168
Missouri,Pemiscot,94.5%,85.5%,9.1%,0.9%,1.0%,0.0%,0.1%,3.6%,63.7%,12.6%,31.0%,13.6%,13.0%,14.0%,6.0%,11.9%,4.3%,2.8%,3.5%,19.2,4.0%,23.6%,39.6%,32.8%,1170
Missouri,Perry,97.1%,88.1%,9.0%,0.2%,0.8%,0.0%,0.4%,1.5%,73.1%,22.8%,33.1%,14.8%,15.7%,7.1%,3.1%,8.2%,5.4%,7.5%,5.2%,20.5,1.7%,13.1%,42.4%,42.8%,1172
Missouri,Pettis,91.5%,83.9%,7.6%,0.2%,1.6%,0.2%,1.1%,5.5%,85.5%,13.6%,24.7%,20.1%,20.8%,10.1%,3.8%,7.7%,3.3%,3.9%,5.6%,19.7,2.2%,17.5%,41.6%,38.7%,1174
Missouri,Phelps,90.4%,78.8%,11.6%,0.3%,4.8%,0.1%,0.5%,3.9%,84.4%,15.4%,25.8%,22.8%,19.7%,9.0%,2.5%,9.1%,2.8%,4.0%,4.4%,18.8,2.0%,21.2%,40.3%,36.5%,1176
Missouri,Pike,92.1%,84.4%,7.7%,0.0%,1.7%,0.0%,1.3%,4.9%,70.0%,27.9%,20.6%,16.8%,15.9%,11.3%,5.0%,11.4%,3.2%,4.7%,11.2%,24.2,3.2%,18.7%,38.8%,39.3%,1179
Missouri,Platte,89.8%,81.9%,7.9%,0.2%,0.6%,0.0%,0.9%,8.5%,41.3%,38.8%,12.4%,12.3%,14.9%,17.6%,8.5%,15.1%,8.9%,7.5%,2.8%,23.9,1.7%,17.2%,46.3%,34.9%,1181
Missouri,Polk,88.3%,79.8%,8.6%,0.1%,3.3%,0.2%,0.6%,7.5%,61.4%,37.0%,21.9%,13.2%,10.9%,10.7%,3.1%,12.3%,10.2%,11.4%,6.3%,24.8,2.1%,14.7%,34.4%,48.7%,1183
Missouri,Pulaski,67.4%,61.3%,6.0%,0.1%,19.4%,0.2%,1.2%,11.7%,86.7%,12.4%,28.3%,10.2%,16.4%,13.2%,6.6%,13.3%,3.4%,5.4%,3.2%,19.2,2.5%,19.1%,37.7%,40.7%,1185
Missouri,Putnam,95.0%,76.9%,18.0%,0.0%,1.4%,0.0%,0.6%,3.1%,50.6%,33.9%,27.2%,12.3%,14.9%,3.0%,6.3%,13.1%,3.3%,8.8%,11.3%,24.9,1.1%,16.9%,37.7%,44.3%,1188
Missouri,Ralls,90.7%,84.3%,6.3%,0.0%,1.7%,0.0%,0.7%,7.0%,34.1%,58.8%,14.5%,17.2%,19.6%,17.9%,4.1%,13.2%,4.3%,4.5%,4.8%,22.0,1.3%,11.5%,40.0%,47.2%,1191
Missouri,Randolph,93.4%,84.2%,9.2%,0.4%,0.5%,0.1%,2.0%,3.6%,74.2%,25.0%,20.3%,28.0%,15.5%,7.6%,1.9%,6.1%,8.2%,7.9%,4.6%,21.0,1.9%,15.0%,45.4%,37.7%,1194
Missouri,Ray,92.3%,84.2%,8.1%,0.5%,1.2%,0.0%,0.3%,5.7%,40.4%,55.6%,16.1%,12.2%,12.0%,6.1%,5.6%,10.7%,10.8%,16.8%,9.5%,29.3,1.7%,11.3%,35.1%,51.9%,1197
Missouri,Reynolds,91.4%,78.6%,12.8%,0.2%,1.8%,0.0%,2.9%,3.6%,68.7%,26.1%,26.2%,11.8%,12.9%,10.3%,6.8%,11.6%,7.1%,4.5%,8.7%,23.8,0.7%,15.4%,29.1%,54.8%,1200
Missouri,Ripley,88.7%,79.2%,9.5%,0.0%,0.4%,0.2%,1.2%,9.4%,61.5%,29.4%,21.1%,12.6%,9.6%,8.2%,6.7%,9.4%,8.9%,9.3%,14.3%,32.2,3.1%,11.2%,36.8%,48.9%,1203
Missouri,St. Charles,89.6%,83.4%,6.2%,0.1%,0.7%,0.1%,1.0%,8.5%,53.1%,45.4%,9.5%,11.4%,15.1%,16.1%,9.5%,16.8%,10.1%,7.5%,3.9%,25.6,1.0%,12.8%,43.8%,42.4%,1205
Missouri,St. Clair,87.9%,75.3%,12.5%,0.0%,3.1%,0.0%,0.6%,8.3%,52.8%,43.2%,29.0%,7.3%,13.1%,9.8%,9.0%,8.9%,6.6%,3.3%,12.9%,25.8,1.5%,15.4%,26.5%,56.5%,1208
Missouri,Ste. Genevieve,94.5%,84.0%,10.6%,0.0%,0.5%,0.2%,0.9%,3.9%,52.2%,44.9%,19.4%,12.6%,14.4%,9.6%,4.7%,10.8%,6.1%,6.6%,15.8%,30.6,1.0%,12.1%,37.1%,49.7%,1209
Missouri,St. Francois,92.9%,82.0%,10.9%,0.2%,1.5%,0.0%,1.2%,4.2%,73.6%,25.0%,20.6%,16.7%,17.2%,11.7%,4.3%,6.9%,3.8%,5.0%,13.8%,26.2,2.3%,15.9%,40.3%,41.6%,1212
Missouri,Saline,91.5%,82.5%,9.0%,0.0%,1.5%,0.2%,1.1%,5.7%,79.2%,20.3%,36.9%,18.5%,11.3%,11.7%,3.9%,5.1%,2.8%,3.9%,5.8%,18.0,1.7%,18.2%,39.9%,40.2%,1218
Missouri,Schuyler,92.3%,86.7%,5.5%,0.4%,1.3%,0.1%,0.2%,5.7%,41.5%,45.5%,15.5%,13.6%,13.0%,9.8%,5.7%,22.3%,4.7%,2.5%,12.9%,30.3,1.0%,13.2%,38.7%,47.2%,1221
Missouri,Scotland,82.0%,72.8%,9.2%,0.0%,3.0%,0.4%,0.7%,13.9%,71.2%,12.0%,45.4%,14.3%,10.0%,5.4%,3.0%,4.2%,6.8%,5.0%,5.8%,17.4,2.3%,10.4%,27.1%,60.1%,1224
Missouri,Scott,94.7%,82.0%,12.7%,0.1%,1.3%,0.0%,0.5%,3.5%,61.7%,36.3%,23.8%,17.4%,13.6%,13.5%,6.8%,11.3%,5.4%,3.5%,4.6%,20.8,3.7%,19.0%,40.6%,36.7%,1227
Missouri,Shannon,86.1%,70.9%,15.2%,1.3%,1.2%,0.0%,1.2%,10.3%,66.3%,31.1%,22.2%,14.2%,22.9%,7.9%,5.3%,8.6%,2.1%,7.6%,9.2%,24.4,0.4%,9.3%,34.0%,56.3%,1229
Missouri,Shelby,84.8%,77.2%,7.7%,0.0%,8.9%,0.1%,0.6%,5.5%,67.5%,30.3%,38.4%,8.4%,16.1%,11.0%,2.3%,6.5%,4.6%,7.0%,5.7%,21.2,0.5%,18.8%,35.3%,45.4%,1232
Missouri,Stoddard,92.7%,85.1%,7.6%,0.0%,1.7%,0.0%,0.8%,4.7%,70.8%,28.2%,26.7%,14.2%,14.4%,8.5%,6.5%,10.3%,6.4%,5.8%,7.2%,22.7,1.0%,19.6%,40.4%,38.9%,1236
Missouri,Stone,90.8%,80.7%,10.1%,0.0%,1.3%,0.0%,1.1%,6.7%,50.9%,46.2%,12.8%,9.2%,12.9%,10.3%,8.5%,13.0%,10.1%,17.1%,6.1%,28.3,1.6%,16.0%,35.0%,47.4%,1237
Missouri,Sullivan,93.6%,65.5%,28.2%,0.0%,0.7%,0.0%,0.4%,5.2%,76.1%,22.6%,29.9%,23.1%,12.1%,7.7%,3.2%,12.7%,3.6%,5.8%,2.0%,17.8,1.4%,19.0%,35.5%,44.2%,1240
Missouri,Taney,89.9%,76.8%,13.0%,0.2%,1.3%,0.0%,0.7%,7.9%,89.0%,8.6%,13.3%,17.0%,22.6%,20.1%,4.6%,9.7%,3.4%,3.7%,5.6%,21.9,1.5%,22.9%,45.1%,30.5%,1242
Missouri,Texas,92.1%,79.3%,12.8%,0.4%,2.5%,0.0%,0.5%,4.5%,66.2%,31.0%,22.6%,12.4%,12.1%,11.3%,3.1%,16.4%,5.3%,8.2%,8.7%,25.4,3.4%,16.5%,36.4%,43.7%,1245
Missouri,Vernon,82.9%,75.3%,7.6%,0.2%,3.0%,0.2%,1.9%,11.8%,82.2%,10.9%,34.2%,14.7%,14.7%,9.3%,6.2%,10.3%,3.2%,2.2%,5.2%,18.4,4.7%,16.9%,34.0%,44.4%,1248
Missouri,Warren,94.7%,84.9%,9.8%,0.2%,0.4%,0.0%,1.2%,3.6%,34.4%,64.6%,9.6%,10.2%,13.2%,12.0%,7.4%,13.6%,8.3%,12.9%,12.7%,30.2,1.0%,11.7%,36.1%,51.2%,1251
Missouri,Washington,92.2%,81.6%,10.6%,0.2%,1.6%,0.0%,1.7%,4.3%,47.4%,51.9%,18.0%,9.3%,10.8%,9.6%,5.0%,9.8%,9.0%,7.0%,21.4%,32.6,2.2%,15.8%,30.9%,51.1%,1253
Missouri,Wayne,88.6%,68.3%,20.3%,0.4%,1.1%,0.0%,0.9%,8.9%,60.9%,36.0%,19.0%,12.7%,12.2%,9.4%,2.2%,11.0%,7.2%,15.8%,10.6%,29.3,2.1%,15.8%,45.1%,37.0%,1256
Missouri,Webster,92.4%,79.9%,12.5%,0.1%,1.7%,0.0%,0.9%,4.9%,42.1%,56.1%,14.2%,8.2%,8.9%,13.1%,7.3%,17.5%,13.1%,12.2%,5.6%,28.4,5.5%,13.7%,34.8%,46.0%,1258
Missouri,Worth,83.2%,75.7%,7.6%,0.0%,6.5%,0.0%,1.7%,8.6%,53.6%,33.7%,39.4%,3.1%,4.3%,6.8%,4.5%,8.7%,8.8%,10.8%,13.6%,33.6,3.5%,16.1%,35.7%,44.7%,1261
Missouri,Wright,92.2%,83.5%,8.7%,0.0%,3.0%,0.1%,1.0%,3.7%,58.4%,40.3%,19.9%,13.3%,13.2%,7.6%,5.3%,11.7%,6.5%,11.8%,10.8%,26.7,3.3%,10.2%,34.2%,52.3%,1263
Montana,Beaverhead,83.9%,74.6%,9.4%,0.0%,6.9%,1.3%,1.9%,6.0%,91.5%,7.2%,45.3%,21.6%,10.7%,4.4%,2.8%,4.4%,1.4%,2.6%,6.8%,17.3,1.2%,13.4%,39.3%,46.1%,1269
Montana,Big Horn,85.6%,68.8%,16.8%,0.7%,3.8%,0.1%,0.5%,9.4%,83.2%,15.3%,41.3%,15.1%,6.1%,8.1%,6.2%,7.9%,2.2%,7.3%,5.7%,17.9,1.8%,15.3%,35.4%,47.5%,1274
Montana,Blaine,80.0%,72.6%,7.3%,1.1%,8.8%,0.0%,1.9%,8.2%,87.5%,11.9%,53.7%,10.6%,7.3%,6.1%,2.9%,7.6%,3.6%,5.3%,3.0%,14.8,2.9%,23.9%,31.2%,42.0%,1124
Montana,Broadwater,91.5%,83.9%,7.7%,0.0%,1.6%,0.0%,1.2%,5.6%,46.1%,51.8%,28.4%,7.4%,14.6%,6.5%,4.1%,8.0%,10.6%,12.7%,7.6%,27.0,0.3%,9.2%,44.1%,46.4%,1132
Montana,Carbon,78.2%,68.9%,9.3%,0.8%,7.1%,1.8%,1.5%,10.5%,64.4%,32.8%,30.5%,11.2%,10.7%,7.6%,4.5%,9.8%,5.0%,9.6%,11.0%,24.9,2.0%,15.8%,28.2%,53.9%,1137
Montana,Carter,63.7%,57.6%,6.1%,0.0%,11.4%,0.5%,0.5%,23.9%,86.7%,8.6%,59.7%,2.9%,8.8%,4.1%,2.9%,6.0%,4.9%,7.0%,3.7%,18.0,2.5%,9.8%,34.8%,52.9%,1141
Montana,Cascade,90.5%,81.0%,9.5%,0.8%,2.4%,0.6%,0.7%,5.0%,96.1%,2.7%,22.2%,25.6%,24.1%,12.2%,3.9%,5.6%,2.2%,1.4%,2.7%,16.5,3.3%,19.8%,40.5%,36.3%,1144
Montana,Chouteau,76.3%,66.2%,10.1%,0.4%,10.8%,0.1%,1.2%,11.2%,71.2%,27.1%,29.6%,15.6%,13.4%,9.4%,4.9%,10.2%,6.3%,5.5%,5.2%,19.9,3.0%,14.5%,35.8%,46.6%,1150
Montana,Custer,86.4%,72.2%,14.2%,0.4%,5.1%,0.0%,2.3%,5.7%,95.0%,3.5%,55.2%,19.4%,9.8%,4.2%,1.4%,2.7%,2.1%,1.3%,3.9%,13.1,2.9%,16.0%,31.7%,49.3%,1153
Montana,Daniels,81.2%,68.1%,13.1%,0.0%,5.0%,0.2%,0.0%,13.5%,91.0%,6.0%,60.0%,10.6%,5.1%,9.9%,0.0%,7.2%,3.0%,3.1%,1.1%,11.6,1.1%,17.6%,36.8%,44.5%,1157
Montana,Dawson,87.5%,76.6%,10.9%,0.2%,4.9%,0.2%,0.4%,6.8%,93.5%,4.8%,39.5%,32.8%,11.3%,4.1%,1.4%,2.4%,1.0%,2.7%,4.7%,15.9,0.1%,23.2%,37.5%,39.2%,1160
Montana,Deer Lodge,87.0%,78.3%,8.7%,0.2%,6.1%,0.0%,2.7%,4.0%,75.8%,23.8%,41.2%,14.6%,10.6%,13.0%,4.5%,7.8%,3.0%,1.7%,3.6%,17.1,4.9%,22.0%,35.2%,37.9%,1163
Montana,Fallon,82.2%,77.5%,4.6%,0.1%,7.4%,0.0%,0.0%,10.4%,93.5%,1.5%,64.9%,6.0%,9.4%,2.8%,0.0%,5.5%,3.0%,3.0%,5.4%,15.0,2.1%,13.0%,31.5%,53.5%,1165
Montana,Fergus,73.1%,63.2%,9.9%,0.5%,10.3%,1.5%,0.7%,13.9%,94.5%,5.3%,46.8%,16.5%,9.6%,5.5%,1.0%,8.8%,4.7%,2.6%,4.4%,16.8,3.9%,13.1%,35.6%,47.3%,1169
Montana,Flathead,85.0%,78.4%,6.6%,0.3%,2.3%,0.7%,1.4%,10.3%,97.1%,1.3%,21.0%,18.2%,17.4%,16.1%,5.2%,14.6%,2.6%,2.5%,2.3%,19.1,2.0%,14.5%,37.9%,45.6%,1173
Montana,Gallatin,80.3%,71.9%,8.4%,0.5%,5.5%,2.2%,1.0%,10.6%,95.6%,3.4%,24.8%,20.6%,21.7%,14.0%,4.4%,6.2%,1.3%,2.2%,4.9%,18.3,1.3%,15.7%,41.6%,41.4%,1177
Montana,Garfield,53.1%,47.6%,5.5%,0.0%,22.8%,0.0%,1.6%,22.5%,97.0%,3.0%,73.3%,0.7%,2.8%,5.1%,2.5%,5.3%,2.3%,5.3%,2.8%,12.9,1.2%,8.9%,24.8%,65.1%,1182
Montana,Glacier,79.1%,70.7%,8.4%,0.0%,11.8%,0.3%,0.4%,8.4%,95.5%,4.2%,27.2%,24.2%,21.0%,7.7%,1.3%,10.8%,3.8%,2.6%,1.2%,15.6,1.2%,26.8%,36.2%,35.8%,1186
Montana,Golden Valley,66.6%,61.8%,4.8%,0.0%,17.6%,0.0%,0.8%,15.0%,61.8%,36.5%,38.0%,6.7%,4.7%,7.0%,4.3%,7.7%,3.0%,4.3%,24.3%,27.1,0.6%,13.3%,45.0%,41.1%,1189
Montana,Granite,73.1%,63.0%,10.0%,0.3%,13.9%,0.4%,1.7%,10.6%,69.0%,28.5%,32.8%,11.4%,10.3%,5.2%,1.5%,13.1%,4.9%,10.3%,10.5%,25.2,5.5%,13.1%,32.9%,48.5%,1192
Montana,Hill,89.9%,77.7%,12.2%,0.6%,4.2%,0.1%,0.6%,4.6%,96.5%,3.4%,39.1%,23.3%,14.5%,8.5%,3.3%,5.4%,1.6%,2.4%,2.0%,13.5,2.8%,19.3%,35.7%,42.2%,1195
Montana,Jefferson,86.7%,73.5%,13.2%,0.7%,3.8%,0.1%,0.7%,8.2%,38.4%,59.7%,19.5%,17.3%,16.9%,12.9%,7.7%,9.0%,3.2%,8.3%,5.2%,22.1,1.5%,8.1%,28.1%,62.4%,1199
Montana,Judith Basin,56.4%,54.2%,2.2%,0.0%,21.8%,0.2%,2.7%,18.8%,78.5%,21.5%,51.5%,5.9%,7.8%,6.6%,0.4%,8.0%,1.3%,10.4%,8.0%,18.5,0.0%,12.0%,22.4%,65.6%,1202
Montana,Lake,84.6%,73.8%,10.8%,0.3%,5.2%,0.4%,1.0%,8.4%,81.3%,17.0%,23.8%,19.6%,19.0%,10.1%,4.6%,6.9%,5.1%,5.6%,5.3%,20.4,2.8%,13.6%,38.4%,45.2%,1207
Montana,Lewis and Clark,84.9%,73.8%,11.0%,0.4%,4.4%,1.1%,1.1%,8.2%,96.1%,3.2%,22.5%,22.9%,24.7%,15.3%,3.2%,4.9%,1.9%,1.3%,3.2%,16.8,2.7%,15.9%,39.5%,42.0%,1211
Montana,Liberty,53.6%,46.6%,7.0%,0.0%,24.5%,0.0%,0.0%,21.8%,88.6%,11.4%,62.3%,9.2%,12.6%,7.0%,0.3%,4.2%,0.5%,0.2%,3.7%,10.7,21.1%,13.6%,22.7%,42.5%,1214
Montana,Lincoln,84.1%,72.9%,11.1%,0.3%,4.7%,1.2%,2.9%,6.8%,88.5%,7.5%,44.9%,18.6%,9.3%,5.3%,4.3%,7.7%,1.1%,3.2%,5.5%,18.3,1.8%,11.8%,32.5%,54.0%,1219
Montana,McCone,74.1%,70.9%,3.1%,0.0%,9.6%,1.1%,0.0%,15.3%,81.7%,18.3%,44.9%,14.5%,14.5%,5.7%,6.2%,5.9%,0.8%,2.8%,4.9%,14.5,0.0%,11.7%,36.4%,51.9%,1223
Montana,Madison,72.6%,63.7%,8.9%,2.0%,10.0%,1.7%,1.2%,12.5%,80.6%,17.0%,32.1%,14.8%,10.9%,12.4%,1.7%,7.8%,3.9%,7.2%,9.2%,22.2,2.4%,15.2%,33.4%,49.1%,1226
Montana,Meagher,78.2%,68.0%,10.2%,0.0%,8.5%,0.0%,1.5%,11.7%,81.5%,17.3%,45.6%,13.8%,10.7%,13.1%,0.5%,6.8%,0.0%,3.8%,5.6%,15.0,0.0%,13.1%,25.2%,61.7%,1231
